Teff log_g Mass Mbol BC U B V R I J H Ks Y J_1 H_1 K W1 W2 W3 W4 S36 S45 S58 S80 u g r i z g_1 r_1 i_1 z_1 y G2 G2_BP G2_RP G3 G3_BP G3_RP FUV NUV Age
13500.0 8.0 0.609 10.502 -0.95 10.887 11.557 11.452 11.519 11.568 11.755 11.786 11.842 11.733 11.739 11.758 11.815 11.836 11.858 11.889 11.903 11.84 11.86 11.868 11.88 11.731 11.406 11.63 11.877 12.148 11.397 11.63 11.885 12.108 12.269 11.49 11.43 11.55 11.508 11.478 11.573 11.777 11.672 281.3
14000.0 8.0 0.61 10.342 -1.044 10.79 11.475 11.387 11.462 11.52 11.716 11.752 11.809 11.69 11.7 11.724 11.782 11.806 11.828 11.861 11.876 11.81 11.83 11.839 11.851 11.634 11.329 11.57 11.826 12.102 11.323 11.571 11.834 12.062 12.225 11.425 11.357 11.499 11.442 11.405 11.522 11.551 11.529 252.3
14500.0 8.0 0.611 10.188 -1.136 10.691 11.394 11.324 11.405 11.471 11.677 11.717 11.776 11.647 11.661 11.689 11.749 11.775 11.798 11.832 11.848 11.779 11.8 11.809 11.822 11.535 11.254 11.512 11.775 12.056 11.251 11.512 11.784 12.015 12.18 11.36 11.284 11.447 11.377 11.333 11.47 11.357 11.392 226.4
15000.0 8.0 0.613 10.038 -1.226 10.593 11.317 11.264 11.349 11.423 11.638 11.682 11.743 11.604 11.622 11.654 11.716 11.744 11.768 11.804 11.82 11.748 11.77 11.78 11.793 11.437 11.183 11.455 11.725 12.009 11.183 11.456 11.733 11.968 12.136 11.298 11.214 11.395 11.315 11.265 11.419 11.18 11.262 203.1
15500.0 8.0 0.614 9.894 -1.313 10.498 11.244 11.207 11.296 11.376 11.599 11.647 11.71 11.562 11.583 11.619 11.684 11.714 11.739 11.776 11.793 11.718 11.74 11.75 11.764 11.342 11.115 11.4 11.676 11.964 11.118 11.401 11.685 11.923 12.092 11.238 11.147 11.346 11.255 11.199 11.37 11.016 11.137 182.2
16000.0 8.0 0.615 9.754 -1.398 10.405 11.173 11.152 11.244 11.33 11.561 11.613 11.677 11.52 11.545 11.585 11.651 11.684 11.71 11.748 11.766 11.688 11.711 11.722 11.736 11.249 11.051 11.347 11.629 11.92 11.056 11.348 11.637 11.878 12.049 11.18 11.083 11.297 11.197 11.135 11.321 10.862 11.016 163.5
16500.0 8.0 0.616 9.618 -1.48 10.315 11.105 11.098 11.194 11.285 11.524 11.579 11.645 11.48 11.508 11.551 11.619 11.654 11.681 11.72 11.74 11.659 11.682 11.693 11.708 11.159 10.988 11.295 11.582 11.876 10.996 11.297 11.591 11.834 12.006 11.124 11.02 11.25 11.14 11.074 11.274 10.716 10.9 146.6
17000.0 8.0 0.617 9.487 -1.56 10.229 11.041 11.047 11.145 11.241 11.487 11.546 11.614 11.44 11.471 11.517 11.588 11.625 11.653 11.694 11.715 11.63 11.653 11.666 11.682 11.073 10.928 11.245 11.537 11.833 10.938 11.247 11.546 11.791 11.965 11.07 10.96 11.204 11.086 11.015 11.228 10.577 10.788 131.4
20000.0 8.0 0.624 8.769 -1.994 9.764 10.691 10.763 10.875 10.994 11.281 11.355 11.433 11.219 11.265 11.326 11.408 11.458 11.491 11.544 11.574 11.464 11.491 11.507 11.527 10.607 10.603 10.97 11.285 11.595 10.625 10.973 11.294 11.55 11.734 10.772 10.631 10.948 10.787 10.692 10.973 9.848 10.192 65.85
25000.0 8.0 0.635 7.78 -2.572 9.135 10.202 10.353 10.484 10.634 10.973 11.067 11.161 10.891 10.957 11.038 11.137 11.205 11.25 11.325 11.365 11.214 11.249 11.273 11.301 9.977 10.145 10.573 10.915 11.245 10.18 10.576 10.925 11.197 11.394 10.344 10.162 10.575 10.357 10.232 10.601 8.902 9.399 20.26
30000.0 8.0 0.646 6.97 -2.995 8.579 9.75 9.965 10.109 10.281 10.662 10.773 10.879 10.564 10.646 10.744 10.856 10.939 10.989 11.064 11.092 10.95 10.988 11.015 11.043 9.421 9.718 10.193 10.557 10.9 9.764 10.197 10.567 10.85 11.057 9.94 9.725 10.213 9.951 9.803 10.24 8.189 8.743 9.179
35000.0 8.0 0.656 6.284 -3.371 8.163 9.397 9.655 9.803 9.985 10.386 10.503 10.609 10.279 10.368 10.474 10.586 10.669 10.71 10.751 10.736 10.679 10.707 10.729 10.745 9.006 9.381 9.884 10.259 10.607 9.435 9.889 10.269 10.557 10.766 9.614 9.38 9.912 9.624 9.463 9.939 7.719 8.287 5.43
40000.0 8.0 0.666 5.688 -3.766 7.91 9.174 9.454 9.604 9.792 10.201 10.321 10.425 10.092 10.183 10.291 10.403 10.484 10.521 10.551 10.521 10.492 10.518 10.537 10.549 8.753 9.166 9.685 10.065 10.416 9.224 9.689 10.075 10.365 10.576 9.406 9.161 9.716 9.415 9.246 9.743 7.42 8.007 3.626
45000.0 8.0 0.676 5.16 -4.145 7.73 9.011 9.305 9.457 9.649 10.062 10.183 10.287 9.951 10.043 10.154 10.265 10.344 10.378 10.4 10.36 10.352 10.375 10.394 10.402 8.572 9.008 9.537 9.921 10.273 9.069 9.542 9.931 10.222 10.434 9.252 9.001 9.571 9.261 9.088 9.598 7.201 7.806 2.594
50000.0 8.0 0.686 4.687 -4.497 7.586 8.879 9.184 9.337 9.531 9.948 10.07 10.173 9.835 9.929 10.04 10.151 10.228 10.261 10.277 10.23 10.236 10.258 10.275 10.282 8.429 8.88 9.416 9.803 10.156 8.943 9.421 9.813 10.104 10.318 9.127 8.872 9.452 9.136 8.959 9.479 7.026 7.646 1.936
55000.0 8.0 0.695 4.258 -4.821 7.464 8.767 9.079 9.234 9.43 9.849 9.971 10.074 9.735 9.829 9.942 10.052 10.128 10.16 10.171 10.119 10.136 10.156 10.173 10.178 8.307 8.771 9.312 9.701 10.055 8.834 9.317 9.711 10.003 10.217 9.02 8.761 9.349 9.029 8.849 9.376 6.877 7.511 1.494
60000.0 8.0 0.705 3.866 -5.12 7.357 8.667 8.986 9.141 9.339 9.759 9.883 9.985 9.646 9.74 9.853 9.963 10.039 10.069 10.076 10.022 10.046 10.066 10.081 10.084 8.2 8.673 9.219 9.609 9.964 8.738 9.224 9.62 9.913 10.127 8.924 8.663 9.257 8.933 8.752 9.285 6.747 7.393 1.177
65000.0 8.0 0.714 3.504 -5.397 7.26 8.577 8.901 9.057 9.256 9.678 9.802 9.904 9.564 9.658 9.772 9.881 9.957 9.986 9.99 9.934 9.964 9.982 9.997 10.0 8.103 8.585 9.134 9.526 9.882 8.65 9.14 9.537 9.83 10.044 8.837 8.573 9.174 8.846 8.663 9.201 6.63 7.287 0.9411
70000.0 8.0 0.723 3.168 -5.654 7.172 8.493 8.822 8.979 9.179 9.602 9.726 9.828 9.488 9.582 9.697 9.806 9.881 9.909 9.91 9.854 9.888 9.905 9.92 9.921 8.015 8.503 9.056 9.449 9.805 8.569 9.061 9.46 9.753 9.968 8.757 8.491 9.096 8.765 8.581 9.123 6.524 7.19 0.762
75000.0 8.0 0.732 2.855 -5.893 7.09 8.416 8.748 8.906 9.107 9.531 9.655 9.757 9.416 9.511 9.626 9.735 9.809 9.836 9.836 9.78 9.816 9.833 9.847 9.848 7.932 8.426 8.982 9.376 9.733 8.493 8.988 9.387 9.681 9.896 8.682 8.414 9.023 8.69 8.504 9.051 6.426 7.1 0.622
80000.0 8.0 0.742 2.561 -6.117 7.012 8.342 8.678 8.836 9.038 9.464 9.589 9.69 9.348 9.444 9.559 9.668 9.742 9.768 9.767 9.712 9.749 9.765 9.778 9.778 7.855 8.354 8.913 9.308 9.665 8.422 8.918 9.319 9.613 9.828 8.611 8.341 8.955 8.619 8.432 8.982 6.334 7.017 0.5092
85000.0 8.0 0.751 2.284 -6.328 6.94 8.273 8.612 8.771 8.974 9.4 9.525 9.627 9.284 9.38 9.495 9.604 9.678 9.703 9.701 9.647 9.684 9.7 9.713 9.713 7.783 8.286 8.847 9.243 9.6 8.354 8.852 9.254 9.548 9.764 8.544 8.272 8.889 8.552 8.364 8.917 6.249 6.938 0.4167
90000.0 8.0 0.76 2.023 -6.526 6.871 8.207 8.549 8.708 8.912 9.339 9.464 9.566 9.223 9.319 9.435 9.543 9.616 9.642 9.639 9.586 9.623 9.639 9.651 9.651 7.714 8.221 8.784 9.181 9.539 8.29 8.79 9.192 9.486 9.702 8.479 8.207 8.827 8.487 8.299 8.855 6.168 6.863 0.3384
100000.0 8.0 0.778 1.54 -6.89 6.742 8.084 8.43 8.59 8.795 9.224 9.35 9.451 9.107 9.204 9.32 9.429 9.501 9.526 9.523 9.474 9.508 9.523 9.535 9.534 7.585 8.099 8.666 9.064 9.423 8.169 8.671 9.075 9.37 9.586 8.359 8.084 8.71 8.367 8.177 8.738 6.018 6.725 0.2135
110000.0 8.0 0.796 1.101 -7.218 6.623 7.969 8.32 8.481 8.687 9.117 9.243 9.345 9.0 9.097 9.214 9.322 9.395 9.419 9.417 9.371 9.401 9.416 9.428 9.427 7.467 7.986 8.556 8.956 9.315 8.056 8.562 8.967 9.262 9.479 8.248 7.971 8.601 8.255 8.064 8.629 5.881 6.598 0.1217
120000.0 8.0 0.813 0.7 -7.517 6.513 7.863 8.217 8.378 8.586 9.017 9.144 9.245 8.9 8.997 9.114 9.223 9.295 9.319 9.318 9.277 9.301 9.316 9.328 9.328 7.356 7.881 8.454 8.854 9.214 7.951 8.459 8.865 9.161 9.378 8.143 7.865 8.5 8.151 7.958 8.527 5.755 6.48 0.0
130000.0 8.0 0.831 0.329 -7.79 6.41 7.763 8.12 8.282 8.491 8.923 9.05 9.152 8.805 8.903 9.02 9.129 9.201 9.225 9.226 9.189 9.208 9.223 9.234 9.235 7.253 7.782 8.357 8.759 9.119 7.853 8.363 8.77 9.066 9.283 8.045 7.766 8.404 8.053 7.859 8.432 5.638 6.37 0.0
140000.0 8.0 0.846 -0.013 -8.043 6.315 7.67 8.03 8.193 8.402 8.836 8.963 9.065 8.717 8.815 8.934 9.043 9.115 9.139 9.142 9.11 9.121 9.136 9.148 9.15 7.158 7.69 8.268 8.67 9.031 7.762 8.273 8.681 8.978 9.196 7.955 7.674 8.315 7.962 7.767 8.343 5.53 6.269 0.0
150000.0 8.0 0.86 -0.33 -8.277 6.227 7.584 7.946 8.11 8.32 8.755 8.882 8.985 8.636 8.734 8.853 8.962 9.035 9.059 9.065 9.037 9.041 9.057 9.069 9.071 7.07 7.605 8.185 8.588 8.949 7.677 8.19 8.599 8.896 9.114 7.871 7.589 8.233 7.878 7.682 8.261 5.43 6.176 0.0
1500.0 8.5 0.908 20.861 1.168 24.207 21.982 19.694 19.696 22.158 22.125 21.782 23.202 22.21 22.054 21.649 23.175 18.501 17.745 16.868 15.976 18.187 17.746 17.732 17.411 25.235 20.828 19.542 22.274 21.922 20.477 19.618 22.35 22.008 21.744 20.26 20.16 20.797 20.302 20.167 20.866 58.924 35.022 13460.0
1750.0 8.5 0.908 20.192 0.993 23.503 21.425 19.199 18.977 20.748 21.012 20.93 22.145 21.063 20.936 20.805 22.112 18.058 17.377 16.581 15.782 17.773 17.38 17.343 17.051 24.494 20.341 18.85 20.921 20.726 20.002 18.919 20.981 20.755 20.693 19.584 19.572 19.731 19.62 19.578 19.789 56.941 33.889 13320.0
2000.0 8.5 0.908 19.612 0.788 22.91 21.002 18.824 18.431 19.513 19.902 20.064 21.088 19.968 19.825 19.948 21.049 17.604 17.005 16.273 15.567 17.349 17.008 16.952 16.679 23.88 19.951 18.357 19.772 19.655 19.621 18.409 19.814 19.644 19.731 19.029 19.14 18.867 19.058 19.146 18.912 55.052 32.92 13140.0
2250.0 8.5 0.908 19.1 0.579 22.385 20.616 18.521 17.982 18.546 19.016 19.37 20.246 19.079 18.942 19.262 20.204 17.233 16.701 16.017 15.38 17.004 16.705 16.637 16.377 23.331 19.62 17.978 18.853 18.8 19.304 18.01 18.883 18.767 18.945 18.545 18.799 18.159 18.569 18.804 18.194 53.445 32.052 12910.0
2500.0 8.5 0.908 18.643 0.379 21.924 20.275 18.263 17.618 17.786 18.246 18.671 19.401 18.331 18.178 18.58 19.36 16.838 16.378 15.75 15.171 16.638 16.383 16.309 16.07 22.85 19.322 17.691 18.133 18.118 19.019 17.705 18.153 18.071 18.301 18.13 18.524 17.587 18.148 18.529 17.614 52.086 31.323 12660.0
2750.0 8.5 0.908 18.229 0.185 21.496 19.967 18.044 17.314 17.156 17.581 18.059 18.618 17.657 17.52 17.98 18.578 16.48 16.077 15.488 14.963 16.308 16.084 15.996 15.774 22.402 19.059 17.464 17.557 17.531 18.77 17.466 17.568 17.482 17.721 17.766 18.295 17.107 17.781 18.3 17.126 50.736 30.594 12450.0
3000.0 8.5 0.908 17.851 0.023 21.086 19.667 17.828 17.048 16.654 16.997 17.501 17.938 17.054 16.943 17.431 17.902 16.153 15.802 15.245 14.762 16.006 15.81 15.713 15.505 21.978 18.799 17.26 17.107 17.046 18.523 17.254 17.11 17.001 17.212 17.443 18.076 16.706 17.457 18.082 16.721 49.401 29.891 12270.0
3250.0 8.5 0.908 17.503 -0.116 20.668 19.363 17.619 16.817 16.264 16.45 16.951 17.295 16.489 16.403 16.889 17.261 15.831 15.53 14.995 14.553 15.707 15.538 15.433 15.234 21.55 18.539 17.074 16.761 16.645 18.278 17.065 16.758 16.615 16.759 17.162 17.866 16.378 17.177 17.873 16.389 47.961 29.163 12090.0
3500.0 8.5 0.908 17.181 -0.222 20.231 19.045 17.403 16.611 15.975 15.942 16.407 16.688 15.983 15.901 16.352 16.658 15.508 15.254 14.739 14.34 15.406 15.263 15.154 14.961 21.106 18.268 16.89 16.498 16.335 18.022 16.879 16.491 16.324 16.381 16.919 17.651 16.116 16.936 17.658 16.126 46.386 28.372 11890.0
3750.0 8.5 0.908 16.881 -0.296 19.768 18.711 17.177 16.415 15.755 15.492 15.871 16.092 15.576 15.454 15.824 16.064 15.176 14.962 14.471 14.127 15.094 14.972 14.859 14.673 20.639 17.982 16.699 16.287 16.098 17.754 16.688 16.279 16.103 16.091 16.701 17.423 15.902 16.72 17.431 15.913 44.652 27.536 11670.0
4000.0 8.5 0.908 16.601 -0.336 19.279 18.353 16.937 16.218 15.568 15.124 15.36 15.517 15.277 15.084 15.32 15.49 14.835 14.649 14.204 13.945 14.769 14.659 14.547 14.375 20.147 17.677 16.497 16.098 15.905 17.467 16.487 16.091 15.919 15.869 16.491 17.179 15.712 16.511 17.188 15.723 42.747 26.649 11400.0
4250.0 8.5 0.909 16.337 -0.348 18.751 17.975 16.685 16.016 15.393 14.847 14.899 14.981 15.061 14.806 14.866 14.954 14.495 14.327 13.967 13.818 14.443 14.337 14.231 14.088 19.614 17.355 16.286 15.916 15.733 17.165 16.277 15.908 15.75 15.688 16.279 16.92 15.53 16.299 16.93 15.542 40.619 25.691 11080.0
4500.0 8.5 0.909 16.089 -0.33 18.188 17.577 16.419 15.803 15.215 14.647 14.519 14.542 14.888 14.605 14.492 14.514 14.195 14.049 13.806 13.741 14.155 14.057 13.968 13.87 19.045 17.017 16.061 15.728 15.565 16.847 16.054 15.721 15.581 15.523 16.056 16.642 15.345 16.076 16.653 15.357 36.428 24.665 10710.0
4750.0 8.5 0.909 15.854 -0.289 17.615 17.172 16.143 15.58 15.032 14.488 14.242 14.209 14.729 14.447 14.221 14.18 13.959 13.844 13.703 13.675 13.93 13.85 13.788 13.733 18.465 16.669 15.825 15.532 15.395 16.519 15.819 15.526 15.407 15.361 15.822 16.349 15.152 15.842 16.363 15.166 32.544 23.622 10240.0
5000.0 8.5 0.909 15.631 -0.234 17.055 16.773 15.864 15.352 14.845 14.345 14.052 13.979 14.574 14.304 14.034 13.948 13.794 13.712 13.629 13.616 13.773 13.716 13.677 13.646 17.899 16.322 15.585 15.333 15.223 16.192 15.58 15.328 15.232 15.199 15.581 16.052 14.957 15.601 16.067 14.971 29.915 22.626 9637.0
5250.0 8.5 0.91 15.418 -0.182 16.538 16.402 15.6 15.135 14.668 14.214 13.916 13.833 14.427 14.174 13.899 13.802 13.686 13.626 13.57 13.563 13.671 13.629 13.602 13.58 17.376 15.997 15.356 15.143 15.059 15.884 15.352 15.139 15.065 15.045 15.35 15.768 14.77 15.37 15.785 14.785 28.707 21.734 8748.0
5500.0 8.5 0.911 15.215 -0.139 16.061 16.062 15.353 14.931 14.501 14.092 13.804 13.726 14.29 14.053 13.787 13.696 13.603 13.558 13.518 13.515 13.592 13.559 13.54 13.524 16.895 15.696 15.143 14.964 14.905 15.598 15.139 14.961 14.907 14.9 15.132 15.501 14.595 15.151 15.521 14.61 27.74 20.965 7499.0
6000.0 8.5 0.913 14.835 -0.093 15.226 15.48 14.928 14.579 14.212 13.881 13.624 13.568 14.051 13.843 13.606 13.538 13.477 13.449 13.434 13.437 13.47 13.449 13.44 13.434 16.053 15.18 14.774 14.655 14.638 15.107 14.772 14.653 14.635 14.65 14.749 15.034 14.292 14.768 15.059 14.308 26.276 19.554 5668.0
6500.0 8.5 0.914 14.486 -0.096 14.572 15.02 14.581 14.291 13.977 13.707 13.479 13.446 13.857 13.671 13.46 13.418 13.381 13.367 13.37 13.368 13.377 13.367 13.366 13.367 15.4 14.766 14.474 14.403 14.421 14.711 14.472 14.402 14.413 14.445 14.433 14.65 14.044 14.452 14.681 14.062 24.924 18.204 4808.0
7000.0 8.5 0.915 14.163 -0.124 14.081 14.646 14.286 14.044 13.774 13.559 13.359 13.345 13.689 13.525 13.339 13.318 13.302 13.3 13.31 13.299 13.3 13.3 13.304 13.309 14.91 14.422 14.217 14.186 14.234 14.38 14.216 14.187 14.222 14.269 14.163 14.328 13.832 14.18 14.363 13.85 23.677 17.067 4094.0
7500.0 8.5 0.916 13.862 -0.162 13.695 14.328 14.024 13.822 13.59 13.427 13.256 13.257 13.537 13.395 13.234 13.23 13.23 13.236 13.245 13.231 13.23 13.235 13.241 13.246 14.525 14.125 13.986 13.99 14.064 14.091 13.985 13.991 14.048 14.109 13.92 14.046 13.638 13.938 14.085 13.657 22.436 16.201 3492.0
8000.0 8.5 0.917 13.581 -0.204 13.376 14.05 13.785 13.616 13.418 13.306 13.163 13.177 13.395 13.276 13.141 13.151 13.16 13.17 13.179 13.167 13.161 13.17 13.177 13.181 14.208 13.86 13.774 13.807 13.905 13.832 13.773 13.81 13.887 13.961 13.699 13.794 13.459 13.716 13.835 13.478 21.129 15.536 2961.0
8500.0 8.5 0.917 13.317 -0.247 13.105 13.8 13.564 13.425 13.258 13.193 13.078 13.102 13.264 13.166 13.055 13.075 13.091 13.105 13.116 13.107 13.093 13.105 13.112 13.117 13.938 13.619 13.576 13.636 13.757 13.595 13.576 13.64 13.736 13.823 13.494 13.564 13.291 13.511 13.607 13.311 19.852 15.007 2510.0
9000.0 8.5 0.918 13.068 -0.288 12.867 13.573 13.356 13.246 13.108 13.089 12.999 13.03 13.141 13.064 12.975 13.004 13.023 13.041 13.056 13.05 13.026 13.041 13.049 13.055 13.701 13.397 13.391 13.476 13.619 13.376 13.391 13.48 13.595 13.694 13.303 13.353 13.135 13.32 13.397 13.155 18.744 14.571 2113.0
9500.0 8.5 0.919 12.832 -0.328 12.653 13.364 13.16 13.077 12.967 12.991 12.924 12.962 13.026 12.968 12.899 12.935 12.957 12.978 12.999 12.995 12.96 12.979 12.988 12.996 13.488 13.191 13.217 13.326 13.49 13.171 13.217 13.33 13.463 13.574 13.124 13.155 12.988 13.14 13.2 13.008 17.814 14.198 1768.0
10000.0 8.5 0.919 12.608 -0.368 12.458 13.17 12.976 12.919 12.837 12.899 12.853 12.897 12.921 12.879 12.827 12.87 12.892 12.916 12.942 12.942 12.896 12.918 12.927 12.938 13.294 13.0 13.055 13.185 13.371 12.981 13.055 13.19 13.341 13.464 12.956 12.972 12.851 12.973 13.018 12.872 17.015 13.87 1468.0
10500.0 8.5 0.92 12.396 -0.412 12.278 12.993 12.808 12.775 12.718 12.816 12.787 12.836 12.825 12.798 12.761 12.809 12.832 12.857 12.887 12.891 12.835 12.859 12.868 12.881 13.116 12.825 12.906 13.058 13.264 12.806 12.906 13.063 13.231 13.364 12.803 12.804 12.728 12.82 12.85 12.749 16.245 13.576 1242.0
11000.0 8.5 0.921 12.193 -0.467 12.117 12.837 12.66 12.649 12.616 12.743 12.73 12.782 12.742 12.727 12.703 12.755 12.777 12.802 12.834 12.843 12.78 12.805 12.813 12.826 12.955 12.671 12.777 12.947 13.171 12.653 12.777 12.954 13.136 13.278 12.668 12.656 12.62 12.685 12.703 12.642 15.416 13.315 1076.0
11500.0 8.5 0.922 11.999 -0.537 11.975 12.703 12.536 12.545 12.53 12.681 12.679 12.736 12.673 12.666 12.652 12.708 12.73 12.756 12.79 12.801 12.734 12.759 12.767 12.781 12.813 12.539 12.669 12.856 13.093 12.523 12.668 12.862 13.056 13.206 12.554 12.53 12.531 12.571 12.577 12.553 14.647 13.086 943.4
12000.0 8.5 0.922 11.813 -0.618 11.848 12.587 12.431 12.456 12.459 12.629 12.636 12.695 12.614 12.613 12.608 12.667 12.69 12.717 12.753 12.767 12.694 12.719 12.728 12.743 12.687 12.427 12.577 12.779 13.028 12.412 12.577 12.786 12.99 13.145 12.457 12.422 12.455 12.474 12.47 12.477 14.028 12.881 844.4
12500.0 8.5 0.923 11.635 -0.707 11.737 12.486 12.342 12.381 12.399 12.583 12.598 12.659 12.564 12.569 12.57 12.631 12.656 12.683 12.722 12.737 12.66 12.686 12.695 12.711 12.576 12.33 12.499 12.714 12.972 12.316 12.499 12.721 12.933 13.093 12.374 12.329 12.391 12.391 12.378 12.414 13.527 12.694 760.1
13000.0 8.5 0.924 11.464 -0.806 11.646 12.404 12.27 12.321 12.351 12.547 12.567 12.63 12.524 12.533 12.539 12.602 12.628 12.655 12.695 12.711 12.632 12.658 12.667 12.683 12.486 12.251 12.437 12.663 12.929 12.238 12.437 12.671 12.888 13.052 12.307 12.253 12.341 12.324 12.303 12.363 13.078 12.531 685.4
13500.0 8.5 0.924 11.299 -0.916 11.576 12.34 12.215 12.276 12.315 12.519 12.543 12.606 12.493 12.504 12.515 12.578 12.605 12.632 12.671 12.688 12.609 12.634 12.644 12.659 12.416 12.19 12.389 12.624 12.895 12.178 12.39 12.632 12.854 13.02 12.255 12.195 12.302 12.272 12.245 12.325 12.674 12.395 618.7
14000.0 8.5 0.925 11.14 -1.022 11.504 12.277 12.162 12.231 12.279 12.49 12.518 12.582 12.462 12.475 12.49 12.554 12.582 12.608 12.648 12.665 12.586 12.611 12.62 12.636 12.345 12.129 12.343 12.586 12.861 12.119 12.343 12.594 12.82 12.988 12.204 12.137 12.263 12.221 12.188 12.286 12.374 12.263 560.0
14500.0 8.5 0.926 10.987 -1.118 11.426 12.207 12.105 12.182 12.239 12.459 12.49 12.555 12.428 12.444 12.463 12.528 12.557 12.584 12.623 12.641 12.561 12.586 12.596 12.611 12.266 12.063 12.293 12.545 12.824 12.055 12.293 12.553 12.783 12.952 12.148 12.074 12.221 12.165 12.126 12.244 12.142 12.13 508.5
15000.0 8.5 0.926 10.839 -1.209 11.342 12.136 12.048 12.132 12.198 12.425 12.461 12.527 12.392 12.41 12.433 12.5 12.53 12.558 12.598 12.617 12.535 12.56 12.57 12.586 12.183 11.996 12.24 12.501 12.785 11.99 12.241 12.509 12.743 12.915 12.091 12.01 12.177 12.108 12.063 12.2 11.948 12.002 463.3
15500.0 8.5 0.927 10.696 -1.296 11.256 12.064 11.992 12.081 12.155 12.391 12.431 12.498 12.354 12.376 12.403 12.472 12.504 12.531 12.572 12.592 12.508 12.533 12.544 12.56 12.097 11.93 12.188 12.456 12.744 11.926 12.189 12.464 12.702 12.876 12.034 11.945 12.131 12.05 11.999 12.155 11.775 11.88 423.4
16000.0 8.5 0.928 10.558 -1.38 11.17 11.995 11.938 12.032 12.112 12.356 12.4 12.469 12.316 12.341 12.372 12.443 12.477 12.505 12.547 12.567 12.481 12.506 12.518 12.534 12.011 11.866 12.137 12.411 12.703 11.865 12.138 12.42 12.66 12.836 11.978 11.883 12.086 11.994 11.937 12.109 11.617 11.763 388.0
16500.0 8.5 0.928 10.423 -1.463 11.086 11.928 11.886 11.984 12.07 12.321 12.369 12.44 12.278 12.306 12.341 12.414 12.45 12.478 12.521 12.543 12.454 12.48 12.491 12.508 11.927 11.804 12.087 12.367 12.663 11.806 12.088 12.376 12.619 12.797 11.923 11.822 12.041 11.939 11.877 12.065 11.47 11.651 356.2
17000.0 8.5 0.929 10.293 -1.543 11.003 11.864 11.836 11.937 12.028 12.287 12.338 12.411 12.241 12.272 12.31 12.384 12.422 12.452 12.496 12.519 12.427 12.453 12.466 12.483 11.844 11.744 12.039 12.324 12.623 11.749 12.04 12.333 12.579 12.758 11.871 11.763 11.997 11.886 11.82 12.021 11.33 11.544 327.7
20000.0 8.5 0.932 9.583 -1.978 10.553 11.516 11.561 11.676 11.793 12.09 12.158 12.24 12.028 12.074 12.13 12.215 12.265 12.3 12.356 12.388 12.272 12.301 12.317 12.339 11.394 11.424 11.773 12.083 12.395 11.44 11.775 12.092 12.35 12.537 11.581 11.44 11.751 11.595 11.503 11.775 10.61 10.965 205.2
25000.0 8.5 0.938 8.607 -2.557 9.939 11.033 11.164 11.298 11.446 11.794 11.884 11.98 11.711 11.779 11.855 11.956 12.025 12.071 12.149 12.189 12.034 12.071 12.095 12.124 10.781 10.973 11.389 11.728 12.059 11.005 11.391 11.737 12.01 12.209 11.164 10.982 11.391 11.177 11.054 11.417 9.684 10.19 98.73
30000.0 8.5 0.944 7.809 -2.981 9.397 10.587 10.789 10.935 11.106 11.492 11.6 11.707 11.393 11.477 11.571 11.684 11.768 11.819 11.894 11.922 11.779 11.818 11.845 11.873 10.239 10.554 11.021 11.381 11.726 10.598 11.024 11.392 11.675 11.883 10.769 10.555 11.04 10.78 10.633 11.067 8.996 9.554 44.47
35000.0 8.5 0.95 7.133 -3.365 9.003 10.248 10.497 10.647 10.828 11.232 11.348 11.455 11.125 11.215 11.318 11.432 11.517 11.56 11.607 11.599 11.527 11.558 11.58 11.599 9.845 10.232 10.729 11.101 11.451 10.284 10.733 11.112 11.399 11.61 10.461 10.227 10.756 10.471 10.31 10.783 8.551 9.123 16.05
40000.0 8.5 0.955 6.546 -3.765 8.766 10.037 10.311 10.462 10.65 11.061 11.18 11.286 10.951 11.044 11.151 11.264 11.347 11.386 11.423 11.402 11.356 11.383 11.404 11.419 9.608 10.029 10.543 10.922 11.273 10.086 10.548 10.932 11.222 11.434 10.266 10.021 10.575 10.275 10.107 10.601 8.27 8.859 5.347
45000.0 8.5 0.961 6.029 -4.146 8.598 9.886 10.175 10.328 10.519 10.935 11.056 11.161 10.823 10.917 11.026 11.139 11.22 11.258 11.288 11.256 11.229 11.254 11.275 11.286 9.441 9.883 10.408 10.79 11.143 9.943 10.412 10.801 11.092 11.305 10.124 9.874 10.442 10.134 9.96 10.469 8.065 8.672 2.654
50000.0 8.5 0.966 5.566 -4.5 8.466 9.766 10.065 10.22 10.413 10.833 10.955 11.059 10.719 10.814 10.925 11.037 11.118 11.153 11.178 11.139 11.126 11.15 11.169 11.179 9.309 9.767 10.299 10.684 11.039 9.828 10.303 10.695 10.987 11.201 10.011 9.756 10.335 10.02 9.844 10.362 7.902 8.524 1.681
55000.0 8.5 0.97 5.146 -4.826 8.356 9.664 9.972 10.127 10.323 10.745 10.868 10.972 10.631 10.726 10.838 10.95 11.03 11.064 11.084 11.04 11.038 11.061 11.079 11.087 9.199 9.668 10.206 10.594 10.949 9.731 10.211 10.604 10.897 11.111 9.915 9.656 10.243 9.924 9.744 10.271 7.765 8.401 1.185
